iter	Logloss
237	0.6532206172
238	0.6530012205
239	0.6528867505
240	0.6526845002
241	0.6524273574
242	0.6521986888
243	0.6519536567
244	0.6517089691
245	0.6515734749
246	0.6513714897
247	0.6510362832
248	0.6509276818
249	0.6506862274
250	0.6504823522
251	0.6503687484
252	0.6501554663
253	0.6499636735
254	0.649815065
255	0.6495768925
256	0.6493216295
257	0.6491093314
258	0.6489589197
259	0.6487404638
260	0.6484850782
261	0.6483126665
262	0.6481938033
263	0.6479887561
264	0.6477575717
265	0.64753669
266	0.6471935433
267	0.6470403916
268	0.646741077
269	0.6464927209
270	0.6462998041
271	0.646089306
272	0.6458639293
273	0.6456353616
274	0.6454023981
275	0.6451616879
276	0.6448864324
277	0.6446517387
278	0.6443918453
279	0.6441011788
280	0.643907225
281	0.6437531768
282	0.64341502
283	0.6431637791
284	0.6429642043
285	0.642808432
286	0.642596435
287	0.6424160588
288	0.6422204986
289	0.6419445041
290	0.6416420483
291	0.641446345
292	0.6412005506
293	0.6410931326
294	0.6409323484
295	0.6407216376
296	0.6404970673
297	0.6401965339
298	0.6400508388
299	0.6397907997
300	0.6396968977
301	0.6395498236
302	0.639363946
303	0.6391806184
304	0.6389845657
305	0.6386566945
306	0.6385818235
307	0.6383329333
308	0.6381251882
309	0.637907071
310	0.6376442743
311	0.6374940435
312	0.6372818212
313	0.637069906
314	0.63684469
315	0.6366625263
316	0.6365215656
317	0.6362537265
318	0.6362001366
319	0.6359094598
320	0.6357894218
321	0.6357100363
322	0.6355311295
323	0.635356401
324	0.6352588018
325	0.6351100327
326	0.6349066116
327	0.6346536205
328	0.6344778873
329	0.6343835439
330	0.6342046594
331	0.6339981692
332	0.6336538386
333	0.6333797833
334	0.6332326016
335	0.6330159338
336	0.6327787798
337	0.6326042798
338	0.632376047
339	0.6322960164
340	0.6321674768
341	0.6319305697
342	0.6317100304
343	0.6314880474
344	0.6313798266
345	0.6311313648
346	0.6309418405
347	0.6307375853
348	0.6305956051
349	0.6305218115
350	0.6303113736
351	0.6299115382
352	0.6297630679
353	0.6296477828
354	0.6294606674
355	0.6292596861
356	0.6290952586
357	0.6289071775
358	0.6287343861
359	0.6285835345
360	0.6283925354
361	0.6283234783
362	0.6281468274
363	0.6279005282
364	0.6277440279
365	0.6276434283
366	0.6274512477
367	0.6271893327
368	0.6268255423
369	0.6266770475
370	0.6265072469
371	0.6262761964
372	0.6261922188
373	0.6259660997
374	0.6258256619
375	0.6255635923
376	0.6255216757
377	0.6253805233
378	0.625191073
379	0.6248861811
380	0.6246749315
381	0.624618925
382	0.6244180568
383	0.6242235074
384	0.6240123098
385	0.6237456511
386	0.6235454277
387	0.6233197101
388	0.6232513352
389	0.6230364024
390	0.6229189273
391	0.6226685921
392	0.6225350385
393	0.6224585189
394	0.6222505073
395	0.6220010457
396	0.621813773
397	0.6215828958
398	0.6214473862
399	0.6212211982
400	0.6211100893
401	0.620928102
402	0.620694473
403	0.6206174651
404	0.620416298
405	0.6202726806
406	0.6200265304
407	0.6198553999
408	0.6196714033
409	0.6194706608
410	0.6192116734
411	0.6191561214
412	0.6189969836
413	0.6188296452
414	0.6187006382
415	0.618564595
416	0.6183260092
417	0.6181393759
418	0.6179892398
419	0.617800571
420	0.6175642352
421	0.6173394347
422	0.6172379835
423	0.6170524676
424	0.6168687507
425	0.6167007651
426	0.6166320213
427	0.6165017783
428	0.616282791
429	0.6161597918
430	0.6160710607
431	0.6158220862
432	0.6155806837
433	0.6155313689
434	0.6154476716
435	0.6152167333
436	0.6150244669
437	0.6148243963
438	0.6146274366
439	0.614453253
440	0.6142749455
441	0.6141854921
442	0.6139906086
443	0.6137968003
444	0.6136966677
445	0.6135471805
446	0.6133471271
447	0.6132417541
448	0.613179777
449	0.6129791171
450	0.6128466749
451	0.6126015903
452	0.6124144377
453	0.6123177235
454	0.612263455
455	0.6120624678
456	0.6119946477
457	0.6118885959
458	0.6116880497
459	0.6115424072
460	0.6113031378
461	0.6112046236
462	0.6110888881
463	0.6109352712
464	0.6107427948
465	0.6104602112
466	0.6102844345
467	0.6101938534
468	0.6100422382
469	0.6099146207
470	0.6096911029
471	0.6095158979
472	0.6093971158
473	0.6092039162
474	0.6090892831
475	0.6090164449
476	0.6087953179
477	0.6086212854
478	0.6084480364
479	0.6082661944
480	0.6081246155
481	0.6079613034
482	0.6076976517
483	0.6075197369
484	0.607341898
485	0.6070831692
486	0.606897702
487	0.6068039935
488	0.6066196606
489	0.6064925934
490	0.6062915831
491	0.6060654559
492	0.6058242329
493	0.6056801466
494	0.6055242508
495	0.605346088
496	0.6051843135
497	0.6049738706
498	0.6047760387
499	0.6046021094
500	0.6043886015
501	0.6042410343
502	0.6040147365
503	0.6038751312
504	0.6038219227
505	0.6036289903
506	0.6034158558
507	0.603197282
508	0.6029943137
509	0.6027850148
510	0.6026629175
511	0.6024845926
512	0.6023158025
513	0.602167778
514	0.6020630229
515	0.6019514304
516	0.6018893205
517	0.6016557559
518	0.6014153436
519	0.6012575001
520	0.6010783616
521	0.600927688
522	0.6007376884
523	0.600622272
524	0.6004859012
525	0.6002990285
526	0.6001222215
527	0.5999718436
528	0.5997326981
529	0.5996779669
530	0.5995994956
531	0.59940071
532	0.5993266358
533	0.5991174816
534	0.5988934466
535	0.5987716237
536	0.5986465835
537	0.5984284427
538	0.5983143574
539	0.5981744683
540	0.5980440179
541	0.5978779069
542	0.5978257183
543	0.5976906284
544	0.5974813625
545	0.5973196267
546	0.5972103334
547	0.5971534446
548	0.5970243589
549	0.5968938979
550	0.596778891
551	0.596646731
552	0.596562475
553	0.596442606
554	0.5963253417
555	0.5962118218
556	0.5960930329
557	0.595957347
558	0.5957993423
559	0.5955885937
560	0.5954496568
561	0.595260797
562	0.5949486486
563	0.5947474373
564	0.5945943161
565	0.594535318
566	0.5943359776
567	0.5941850169
568	0.5939726156
569	0.5937890566
570	0.5935898931
571	0.5935060052
572	0.5933522486
573	0.5931896902
574	0.5930286465
575	0.5929028819
576	0.5927583813
577	0.5926298178
578	0.5924851454
579	0.5923204492
580	0.5922529638
581	0.5920333707
582	0.5918317131
583	0.5915168043
584	0.5913922812
585	0.5911193512
586	0.5909027861
587	0.5907039781
588	0.5905589258
589	0.590398203
590	0.5902902226
591	0.5902022477
592	0.5900074295
593	0.5899223333
594	0.5897519481
595	0.5896180809
596	0.5894187447
597	0.5892443968
598	0.5891419389
599	0.5889681118
600	0.5888405243
601	0.5886772747
602	0.5885308013
603	0.5883688426
604	0.588211737
605	0.5881382665
606	0.5880173867
607	0.5878696016
608	0.5877014204
609	0.5876028209
610	0.5875040793
611	0.5874373254
612	0.5872839661
613	0.5870986136
614	0.586909903
615	0.5867079788
616	0.5865245635
617	0.5863283127
618	0.5861940156
619	0.586064507
620	0.5858439915
621	0.5856287712
622	0.5854580818
623	0.5853412772
624	0.5852226105
625	0.5851154402
626	0.585018824
627	0.5847677825
628	0.584702416
629	0.5846395658
630	0.5845142035
631	0.5843828537
632	0.584180798
633	0.5840437264
634	0.5838696673
635	0.5837308961
636	0.5835758299
637	0.5834260562
638	0.5833308178
639	0.5832042154
640	0.5830492635
641	0.58278984
642	0.5827122344
643	0.5825320504
644	0.5823746793
645	0.5821378095
646	0.582024088
647	0.5818983593
648	0.5817316422
649	0.581657303
650	0.5815096968
651	0.581349883
652	0.5811569404
653	0.5810488743
654	0.5809150744
655	0.5807500174
656	0.5806219512
657	0.5804445059
658	0.5804071432
659	0.5802426786
660	0.5800248757
661	0.5798534116
662	0.5797424177
663	0.5795807323
664	0.5793914207
665	0.5791950605
666	0.5790674919
667	0.5789476624
668	0.578825174
669	0.5786627991
670	0.5784844079
671	0.5781871466
672	0.5780614862
673	0.5779925505
674	0.5778045362
675	0.5775937913
676	0.5773615422
677	0.5771670123
678	0.5770318312
679	0.5768867882
680	0.5767867095
681	0.5766126207
682	0.5765403081
683	0.5764617383
684	0.5763364266
685	0.5761832038
686	0.5760563919
687	0.5758880007
688	0.5756888065
689	0.5755616286
690	0.5753744992
691	0.57524508
692	0.5749982086
693	0.5749052649
694	0.5747639446
695	0.5746548876
696	0.5744900771
697	0.5743497674
698	0.5742109373
699	0.5741262532
700	0.5740027113
701	0.5739026063
702	0.5737774009
703	0.5736805566
704	0.5735998845
705	0.5734281459
706	0.5732587196
707	0.5731312083
708	0.5729446256
709	0.5728026766
710	0.5726243819
711	0.572441564
712	0.5723628314
713	0.5722310694
714	0.5721639814
715	0.5719957581
716	0.5718647757
717	0.5717635558
718	0.5715982509
719	0.5715067166
720	0.5713423301
721	0.5711470976
722	0.5710719581
723	0.5709768471
724	0.5708414513
725	0.5706580943
726	0.5705553142
727	0.5704196659
728	0.5702788487
729	0.5701122898
730	0.5699790298
731	0.5698103486
732	0.5697608936
733	0.5695973091
734	0.5694199931
735	0.5692719216
736	0.569071969
737	0.5689639971
738	0.5688947493
739	0.5688190305
740	0.568709144
741	0.5684595208
742	0.5683826856
743	0.5682325005
744	0.5680705764
745	0.5679944811
746	0.5679019883
747	0.567779947
748	0.5676435388
749	0.5674553115
750	0.5673072186
751	0.5672575124
752	0.5671863341
753	0.5671247065
754	0.5669665908
755	0.5668841576
756	0.5666703345
757	0.5665179874
758	0.5664049422
759	0.5662308312
760	0.5659708443
761	0.5658808056
762	0.5657682236
763	0.5656014552
764	0.5655214173
765	0.5653797333
766	0.5652264655
767	0.5650570014
768	0.5648857703
769	0.5647620214
770	0.5645796024
771	0.5644902807
772	0.5643504051
773	0.56420993
774	0.5640799743
775	0.5639547581
776	0.5638345566
777	0.5636780542
778	0.5636486823
779	0.5635057496
780	0.5634372315
781	0.5633772413
782	0.5632719089
783	0.5631463295
784	0.5631011895
785	0.5630319029
786	0.5627884354
787	0.5627220956
788	0.5626116466
789	0.5624546353
790	0.5622828066
791	0.5622033709
792	0.5621196406
793	0.5619879768
794	0.5618639072
795	0.5617824939
796	0.5616516476
797	0.5615922009
798	0.5615298984
799	0.5614258817
800	0.5613492897
801	0.561191964
802	0.5611187966
803	0.560992501
804	0.5609101744
805	0.5608652133
806	0.5607202618
807	0.5605710415
808	0.5604144632
809	0.5602648126
810	0.5601831235
811	0.5600871878
812	0.5599281036
813	0.5596902932
814	0.559591433
815	0.5594415287
816	0.5593860567
817	0.5592795035
818	0.5590711019
819	0.5588477402
820	0.5587282177
821	0.5585971842
822	0.5584888306
823	0.558376278
824	0.5582401178
825	0.5581285974
826	0.5580706998
827	0.5578702041
828	0.5578052855
829	0.5577228563
830	0.5575738578
831	0.5574521573
832	0.5573284379
833	0.5572126605
834	0.5570870151
835	0.5569306789
836	0.5567932128
837	0.556706069
838	0.5565604092
839	0.5563730005
840	0.5561241062
841	0.5560225541
842	0.5559516018
843	0.555720962
844	0.5556724729
845	0.5555057346
846	0.5553050407
847	0.5551799872
848	0.5549878564
849	0.5548150501
850	0.5547246528
851	0.5546681398
852	0.5546164176
853	0.5545107401
854	0.5543493024
855	0.5542215107
856	0.5541079908
857	0.5539182534
858	0.5537713441
859	0.5537170451
860	0.5535958985
861	0.5534496635
862	0.5532567316
863	0.5531020391
864	0.5529768921
865	0.552911202
866	0.5527825062
867	0.55272091
868	0.5525801237
869	0.5523810833
870	0.552301001
871	0.5521724725
872	0.5519537759
873	0.551813252
874	0.5516856438
875	0.5515213102
876	0.5514718868
877	0.551355667
878	0.5511695937
879	0.5509777734
880	0.550898078
881	0.5507587272
882	0.5506208019
883	0.5505627367
884	0.5504482701
885	0.5503352936
886	0.5502245072
887	0.5500638905
888	0.5499409106
889	0.5497825271
890	0.5496013938
891	0.5495356051
892	0.5494314553
893	0.5492488406
894	0.5491988231
895	0.5491139294
896	0.54903062
897	0.548945376
898	0.5487325775
899	0.5486586275
900	0.5485202951
901	0.548409167
902	0.5482282365
903	0.5480400199
904	0.5480032
905	0.5479429931
906	0.5478124534
907	0.547643893
908	0.547611314
909	0.5474891013
910	0.5473693475
911	0.5473058882
912	0.547141102
913	0.5470162869
914	0.5469571861
915	0.5468112045
916	0.5467174473
917	0.5466303155
918	0.5465057764
919	0.5464097178
920	0.5462481244
921	0.546142939
922	0.5460711203
923	0.5459995949
924	0.5458344261
925	0.5456428979
926	0.5455813568
927	0.5454541338
928	0.5453290056
929	0.5452843215
930	0.5451648834
931	0.5450374996
932	0.5449387056
933	0.5448604661
934	0.5447475498
935	0.5445897589
936	0.5444919963
937	0.5444286925
938	0.5443749739
939	0.544316822
940	0.5441778164
941	0.5440450068
942	0.5439041888
943	0.543845899
944	0.5437668737
945	0.5436748785
946	0.5435556718
947	0.5434577254
948	0.5433330411
949	0.5432753467
950	0.5431506476
951	0.5430874167
952	0.5429801253
953	0.5429237149
954	0.5427396296
955	0.5426565805
956	0.5425442919
957	0.542424735
958	0.5422790402
959	0.5421671354
960	0.5420615994
961	0.541956905
962	0.5418899693
963	0.5417347619
964	0.5416238063
965	0.5415644573
966	0.5414311912
967	0.5413221985
968	0.5412470867
969	0.5411060339
970	0.5409255667
971	0.5407396576
972	0.5406566378
973	0.5405107187
974	0.5403011325
975	0.5401172305
976	0.5399502704
977	0.5398419524
978	0.5396847214
979	0.5395647074
980	0.5393358673
981	0.539188894
982	0.5390779694
983	0.5389924408
984	0.5389222092
985	0.5388318162
986	0.5386740018
987	0.5386364672
988	0.5385096352
989	0.5384266606
990	0.5383358718
991	0.5382556604
992	0.538124226
993	0.5379893774
994	0.5379129209
995	0.537849476
996	0.5377671202
997	0.5376221931
998	0.5374416221
999	0.5374003438
